	(mgLevel0,block0)	(mgLevel1,block0)	(mgLevel2,block0)	(mgLevel0,block1)	(mgLevel1,block1)	(mgLevel2,block1)	(mgLevel0,block2)	(mgLevel1,block2)	(mgLevel2,block2)	(mgLevel0,block3)	(mgLevel1,block3)	(mgLevel2,block3)	(mgLevel0,block4)	(mgLevel1,block4)	(mgLevel2,block4)	(mgLevel0,block5)	(mgLevel1,block5)	(mgLevel2,block5)	(mgLevel0,block6)	(mgLevel1,block6)	(mgLevel2,block6)	(mgLevel0,block7)	(mgLevel1,block7)	(mgLevel2,block7)
140	2.7075e-03	1.4433e-03	7.8245e-04	1.3672e-03	8.7323e-04	6.0111e-04	1.6372e-03	1.0533e-03	1.6167e-03	4.8520e-03	2.6059e-03	1.7641e-03	4.3678e-02	2.2986e-02	1.1220e-02	6.7966e-03	3.7130e-03	2.4872e-03	4.1989e-03	2.7369e-03	2.0528e-03	2.1505e-02	7.8498e-03	2.5954e-03
142	2.9265e-03	1.6379e-03	9.4076e-04	1.5273e-03	1.0332e-03	6.9991e-04	1.5662e-03	9.7416e-04	1.5352e-03	4.8991e-03	2.6451e-03	1.7827e-03	4.0918e-02	2.1282e-02	1.0364e-02	6.4841e-03	3.4626e-03	2.2621e-03	4.2872e-03	2.8704e-03	2.2245e-03	2.0359e-02	7.3140e-03	2.4582e-03
144	3.1339e-03	1.8349e-03	1.1772e-03	1.6875e-03	1.1684e-03	7.9011e-04	1.5652e-03	9.6757e-04	1.5440e-03	4.8389e-03	2.5714e-03	1.6686e-03	3.7149e-02	1.9235e-02	9.9652e-03	6.0412e-03	3.1832e-03	2.0354e-03	4.2803e-03	2.9155e-03	2.2878e-03	1.9102e-02	6.7406e-03	2.3303e-03
146	3.2666e-03	1.9946e-03	1.3756e-03	1.7898e-03	1.2610e-03	9.1473e-04	1.6343e-03	1.0465e-03	1.5909e-03	4.6306e-03	2.4043e-03	1.5013e-03	3.4065e-02	1.7568e-02	9.1358e-03	5.5772e-03	2.9013e-03	1.7851e-03	4.1526e-03	2.8569e-03	2.2279e-03	1.7356e-02	6.3609e-03	2.2329e-03
148	3.3100e-03	2.0799e-03	1.5128e-03	1.8286e-03	1.3118e-03	9.7409e-04	1.7077e-03	1.1350e-03	1.6534e-03	4.3698e-03	2.1950e-03	1.4058e-03	3.2858e-02	1.6872e-02	8.6421e-03	5.1661e-03	2.5991e-03	1.4872e-03	3.9108e-03	2.6834e-03	2.0415e-03	1.6566e-02	6.0764e-03	2.1604e-03
150	3.2378e-03	2.0415e-03	1.5715e-03	1.7804e-03	1.2881e-03	1.0032e-03	1.7566e-03	1.1913e-03	1.6812e-03	4.1167e-03	2.0137e-03	1.3059e-03	3.2649e-02	1.6960e-02	8.9215e-03	4.8400e-03	2.3519e-03	1.2951e-03	3.5912e-03	2.4023e-03	1.7469e-03	1.6123e-02	5.9154e-03	2.0935e-03
152	3.0387e-03	1.8954e-03	1.5282e-03	1.6613e-03	1.2146e-03	9.8552e-04	1.7651e-03	1.2021e-03	1.6617e-03	3.9375e-03	1.9003e-03	1.1985e-03	3.3988e-02	1.7142e-02	9.1680e-03	4.5899e-03	2.2461e-03	1.2728e-03	3.3143e-03	2.0669e-03	1.4295e-03	1.5789e-02	5.6597e-03	1.9868e-03
154	2.7523e-03	1.6699e-03	1.4201e-03	1.4726e-03	1.0766e-03	9.0331e-04	1.7322e-03	1.1726e-03	1.5992e-03	3.7533e-03	1.8556e-03	1.2067e-03	3.4304e-02	1.7505e-02	9.2780e-03	4.4113e-03	2.2920e-03	1.3590e-03	3.1395e-03	1.8203e-03	1.2152e-03	1.5421e-02	5.4994e-03	1.9473e-03
156	2.4489e-03	1.4108e-03	1.2531e-03	1.2956e-03	8.9330e-04	7.6630e-04	1.6685e-03	1.1124e-03	1.5027e-03	3.6205e-03	1.8243e-03	1.1870e-03	3.3715e-02	1.7039e-02	8.9415e-03	4.3275e-03	2.3397e-03	1.4778e-03	3.0651e-03	1.7129e-03	1.1937e-03	1.5310e-02	5.4727e-03	2.0054e-03
158	2.1867e-03	1.2179e-03	1.1003e-03	1.1586e-03	7.3083e-04	6.4935e-04	1.5884e-03	1.0353e-03	1.4129e-03	3.5268e-03	1.7928e-03	1.2199e-03	3.2757e-02	1.6761e-02	8.5781e-03	4.2569e-03	2.3234e-03	1.5278e-03	3.0785e-03	1.7543e-03	1.2957e-03	1.5598e-02	5.3047e-03	2.0417e-03
160	2.0559e-03	1.1577e-03	1.0494e-03	1.0949e-03	6.5426e-04	6.3144e-04	1.5054e-03	9.5664e-04	1.3598e-03	3.4328e-03	1.7699e-03	1.2165e-03	3.1437e-02	1.6482e-02	8.2444e-03	4.1454e-03	2.3150e-03	1.5482e-03	3.1514e-03	1.9080e-03	1.4932e-03	1.5985e-02	5.2194e-03	2.0669e-03
162	2.0127e-03	1.1408e-03	9.6146e-04	1.0930e-03	6.6493e-04	5.8645e-04	1.4351e-03	9.0022e-04	1.3280e-03	3.3152e-03	1.7081e-03	1.1500e-03	2.9207e-02	1.6088e-02	8.1663e-03	4.0213e-03	2.3063e-03	1.5600e-03	3.2023e-03	2.0512e-03	1.6488e-03	1.6492e-02	4.9903e-03	2.0401e-03
164	2.0136e-03	1.1392e-03	8.4738e-04	1.1317e-03	6.9977e-04	5.7976e-04	1.3882e-03	8.6445e-04	1.3104e-03	3.1571e-03	1.6075e-03	1.0479e-03	2.7675e-02	1.5553e-02	8.1187e-03	3.8493e-03	2.2532e-03	1.5432e-03	3.1437e-03	2.0907e-03	1.6906e-03	1.5934e-02	4.9583e-03	1.9789e-03
166	2.0216e-03	1.1385e-03	7.6117e-04	1.1537e-03	7.1143e-04	5.7951e-04	1.3653e-03	8.4633e-04	1.3010e-03	2.9839e-03	1.4638e-03	9.3319e-04	2.5765e-02	1.4558e-02	7.6441e-03	3.7238e-03	2.1461e-03	1.4568e-03	2.9814e-03	2.0079e-03	1.6017e-03	1.5620e-02	4.8014e-03	1.8684e-03
168	2.0119e-03	1.1176e-03	6.9507e-04	1.1476e-03	6.9114e-04	5.5966e-04	1.3621e-03	8.4558e-04	1.3032e-03	2.7906e-03	1.3424e-03	8.2943e-04	2.4478e-02	1.3540e-02	7.0000e-03	3.5596e-03	2.0183e-03	1.3337e-03	2.7266e-03	1.8280e-03	1.4246e-03	1.5493e-02	4.8202e-03	1.7131e-03
170	1.9807e-03	1.0889e-03	6.3939e-04	1.1257e-03	6.7482e-04	5.3144e-04	1.3691e-03	8.6297e-04	1.3234e-03	2.6169e-03	1.2502e-03	8.3277e-04	2.3293e-02	1.2327e-02	6.2581e-03	3.3606e-03	1.8358e-03	1.1857e-03	2.4408e-03	1.6097e-03	1.2042e-03	1.5722e-02	5.2774e-03	1.4544e-03
172	1.9199e-03	1.0529e-03	5.8909e-04	1.0862e-03	6.5256e-04	5.0579e-04	1.3767e-03	8.7973e-04	1.3438e-03	2.5046e-03	1.2200e-03	8.4899e-04	2.2394e-02	1.1115e-02	5.4624e-03	3.1370e-03	1.6404e-03	1.0438e-03	2.1646e-03	1.3720e-03	9.6159e-04	1.5782e-02	5.0067e-03	1.4667e-03
174	1.8268e-03	1.0068e-03	5.4711e-04	1.0314e-03	6.1813e-04	4.7737e-04	1.3801e-03	8.8879e-04	1.3548e-03	2.4229e-03	1.2138e-03	8.4854e-04	2.1280e-02	1.0111e-02	4.7320e-03	2.9491e-03	1.4949e-03	9.1922e-04	1.9219e-03	1.1291e-03	7.4172e-04	1.5499e-02	5.0062e-03	1.7235e-03
176	1.6924e-03	9.2642e-04	5.0603e-04	9.6699e-04	5.7148e-04	4.2285e-04	1.3768e-03	8.8877e-04	1.3565e-03	2.3485e-03	1.1989e-03	8.5716e-04	2.0847e-02	9.6906e-03	4.7091e-03	2.8329e-03	1.4349e-03	9.1036e-04	1.7420e-03	9.2789e-04	5.9022e-04	1.4385e-02	4.7927e-03	1.8013e-03
178	1.5252e-03	8.1531e-04	4.6404e-04	8.8183e-04	5.0825e-04	3.5105e-04	1.3670e-03	8.8012e-04	1.3540e-03	2.3044e-03	1.1573e-03	8.2897e-04	2.0821e-02	9.8885e-03	5.0998e-03	2.7559e-03	1.4642e-03	9.7765e-04	1.6479e-03	8.5195e-04	6.1960e-04	1.2874e-02	4.3441e-03	1.6923e-03
180	1.3566e-03	6.9014e-04	4.1375e-04	7.8963e-04	4.2491e-04	2.5599e-04	1.3538e-03	8.6629e-04	1.3451e-03	2.2412e-03	1.1287e-03	7.5849e-04	2.0900e-02	1.0290e-02	5.4113e-03	2.7218e-03	1.5314e-03	1.0606e-03	1.6518e-03	9.4749e-04	7.4061e-04	1.1327e-02	3.9621e-03	1.6039e-03
182	1.2315e-03	5.9511e-04	3.8489e-04	7.0364e-04	3.4939e-04	1.6256e-04	1.3378e-03	8.4714e-04	1.3337e-03	2.1691e-03	1.1062e-03	7.2403e-04	2.0438e-02	1.0706e-02	5.4258e-03	2.7123e-03	1.5736e-03	1.1222e-03	1.7181e-03	1.0788e-03	8.5094e-04	1.0459e-02	3.8169e-03	1.5239e-03
184	1.1790e-03	5.7329e-04	4.3179e-04	6.5711e-04	3.2609e-04	1.5592e-04	1.3224e-03	8.2926e-04	1.3239e-03	2.1129e-03	1.1097e-03	7.0635e-04	1.9572e-02	1.0618e-02	5.1880e-03	2.6937e-03	1.5813e-03	1.1323e-03	1.7875e-03	1.1797e-03	9.4357e-04	9.7997e-03	3.6370e-03	1.4079e-03
186	1.2038e-03	6.1455e-04	5.0138e-04	6.7737e-04	3.5265e-04	1.8794e-04	1.3114e-03	8.1868e-04	1.3240e-03	2.0717e-03	1.1175e-03	6.9521e-04	1.8455e-02	9.9313e-03	4.7252e-03	2.6185e-03	1.5209e-03	1.0794e-03	1.7980e-03	1.2156e-03	9.7822e-04	9.3409e-03	3.4478e-03	1.2866e-03
188	1.2579e-03	6.8477e-04	5.7823e-04	7.1771e-04	3.9509e-04	2.6956e-04	1.3109e-03	8.2222e-04	1.3311e-03	2.0189e-03	1.1014e-03	6.8107e-04	1.7381e-02	9.1173e-03	4.1287e-03	2.4737e-03	1.3896e-03	9.5125e-04	1.7423e-03	1.1874e-03	9.5135e-04	8.9731e-03	3.2593e-03	1.1641e-03
190	1.3221e-03	7.6981e-04	6.5520e-04	7.5545e-04	4.3674e-04	3.5143e-04	1.3231e-03	8.3205e-04	1.3363e-03	1.9313e-03	1.0437e-03	6.6005e-04	1.6135e-02	8.0228e-03	3.6242e-03	2.3158e-03	1.2289e-03	7.8863e-04	1.6358e-03	1.1117e-03	8.7708e-04	8.7530e-03	3.1069e-03	1.0606e-03
192	1.3832e-03	8.3710e-04	7.2084e-04	7.8830e-04	4.8734e-04	4.1580e-04	1.3410e-03	8.4475e-04	1.3366e-03	1.8240e-03	9.7523e-04	6.3578e-04	1.4807e-02	7.1285e-03	3.4058e-03	2.1271e-03	1.0792e-03	6.6121e-04	1.4973e-03	1.0107e-03	7.8853e-04	8.4825e-03	2.9977e-03	1.0035e-03
194	1.4018e-03	8.6943e-04	7.7331e-04	8.0413e-04	5.1965e-04	4.5816e-04	1.3560e-03	8.5829e-04	1.3326e-03	1.7022e-03	8.9442e-04	6.0433e-04	1.4516e-02	6.6758e-03	3.1975e-03	1.9671e-03	9.6000e-04	5.6815e-04	1.3477e-03	8.9240e-04	6.7297e-04	8.1942e-03	2.8980e-03	9.7226e-04
196	1.3772e-03	8.6558e-04	7.9588e-04	7.9031e-04	5.2463e-04	4.7169e-04	1.3647e-03	8.6937e-04	1.3240e-03	1.5928e-03	8.2003e-04	5.5600e-04	1.4422e-02	6.2535e-03	3.1597e-03	1.8344e-03	8.7185e-04	5.3130e-04	1.2050e-03	7.6764e-04	5.5515e-04	8.0308e-03	2.8404e-03	9.8797e-04
198	1.3103e-03	8.1571e-04	7.8558e-04	7.4376e-04	5.0280e-04	4.5768e-04	1.3654e-03	8.7223e-04	1.3133e-03	1.4976e-03	7.5824e-04	5.2335e-04	1.4450e-02	6.5297e-03	3.4485e-03	1.7348e-03	8.3452e-04	5.3319e-04	1.1175e-03	6.6837e-04	4.6736e-04	7.9348e-03	2.7973e-03	1.0220e-03
200	1.2046e-03	7.3669e-04	7.4537e-04	6.7046e-04	4.5398e-04	4.1695e-04	1.3563e-03	8.6513e-04	1.3026e-03	1.4136e-03	7.1702e-04	4.9729e-04	1.4806e-02	7.0956e-03	3.7000e-03	1.7134e-03	8.5338e-04	5.7567e-04	1.0932e-03	6.3942e-04	4.5004e-04	7.8360e-03	2.7725e-03	1.0361e-03
202	1.0859e-03	6.4166e-04	6.7843e-04	5.9130e-04	3.9323e-04	3.5569e-04	1.3392e-03	8.4976e-04	1.2920e-03	1.3404e-03	6.8614e-04	4.7467e-04	1.4885e-02	7.4011e-03	3.7753e-03	1.7497e-03	9.1221e-04	6.3429e-04	1.1210e-03	6.6173e-04	4.9942e-04	7.7154e-03	2.7567e-03	1.0202e-03
204	1.0012e-03	5.7114e-04	6.3055e-04	5.3191e-04	3.4800e-04	3.1800e-04	1.3167e-03	8.3352e-04	1.2821e-03	1.2849e-03	6.8160e-04	4.9095e-04	1.4680e-02	7.4020e-03	3.6986e-03	1.7638e-03	9.4699e-04	6.6352e-04	1.1810e-03	7.1548e-04	5.5726e-04	7.6019e-03	2.7353e-03	9.8557e-04
206	9.6773e-04	5.6385e-04	6.2905e-04	5.2444e-04	3.4675e-04	3.2149e-04	1.2933e-03	8.1740e-04	1.2730e-03	1.2583e-03	6.9752e-04	5.0921e-04	1.4187e-02	7.0758e-03	3.4355e-03	1.7612e-03	9.5558e-04	6.6654e-04	1.2393e-03	7.8067e-04	6.1492e-04	7.5615e-03	2.7146e-03	9.4841e-04
208	9.8633e-04	5.8227e-04	6.0580e-04	5.4814e-04	3.7466e-04	3.3965e-04	1.2732e-03	8.0355e-04	1.2647e-03	1.2448e-03	7.0647e-04	4.9381e-04	1.3566e-02	6.6333e-03	3.1232e-03	1.7350e-03	9.3563e-04	6.4379e-04	1.2732e-03	8.4087e-04	6.6937e-04	7.6306e-03	2.7518e-03	9.1473e-04
210	1.0128e-03	6.0047e-04	5.7126e-04	5.7376e-04	3.9682e-04	3.5471e-04	1.2587e-03	7.9064e-04	1.2595e-03	1.2154e-03	6.9320e-04	4.6628e-04	1.2522e-02	6.0801e-03	2.9157e-03	1.6315e-03	8.6954e-04	5.8818e-04	1.2649e-03	8.6061e-04	6.8831e-04	7.6845e-03	2.7804e-03	8.7996e-04
212	1.0332e-03	6.0347e-04	5.3233e-04	5.8152e-04	4.0253e-04	3.5456e-04	1.2512e-03	7.8069e-04	1.2576e-03	1.1710e-03	6.6795e-04	4.3180e-04	1.1251e-02	5.5667e-03	2.6612e-03	1.5265e-03	7.8253e-04	5.1327e-04	1.2085e-03	8.3238e-04	6.5509e-04	7.7941e-03	2.8092e-03	8.3141e-04
214	1.0356e-03	5.9096e-04	4.9023e-04	5.7297e-04	3.8904e-04	3.4790e-04	1.2500e-03	7.7598e-04	1.2566e-03	1.1234e-03	6.3062e-04	4.1265e-04	1.0504e-02	5.1205e-03	2.4970e-03	1.4253e-03	6.9105e-04	4.3522e-04	1.1063e-03	7.5834e-04	5.8593e-04	8.3923e-03	2.8787e-03	7.9291e-04
216	1.0093e-03	5.5802e-04	4.5071e-04	5.5128e-04	3.6548e-04	3.2693e-04	1.2535e-03	7.7600e-04	1.2563e-03	1.0918e-03	5.9523e-04	4.0096e-04	1.0394e-02	4.8528e-03	2.3493e-03	1.3172e-03	6.2086e-04	3.7933e-04	9.8447e-04	6.6383e-04	4.9374e-04	9.1132e-03	2.9875e-03	7.7387e-04
218	9.5901e-04	5.1081e-04	4.1292e-04	5.1878e-04	3.3495e-04	2.9319e-04	1.2554e-03	7.7845e-04	1.2569e-03	1.0778e-03	5.7312e-04	3.7709e-04	1.0471e-02	4.6761e-03	2.1390e-03	1.2238e-03	5.7268e-04	3.4553e-04	8.7519e-04	5.5867e-04	3.8899e-04	9.3185e-03	3.0396e-03	7.7165e-04
220	8.8916e-04	4.5307e-04	3.7891e-04	4.7856e-04	2.9556e-04	2.5094e-04	1.2539e-03	7.7858e-04	1.2574e-03	1.0717e-03	5.6291e-04	3.6964e-04	1.0634e-02	4.5027e-03	2.0932e-03	1.1754e-03	5.4318e-04	3.4065e-04	8.0071e-04	4.6648e-04	3.0882e-04	9.4774e-03	3.0213e-03	7.4212e-04
222	8.0285e-04	3.8847e-04	3.4841e-04	4.3408e-04	2.4926e-04	2.0298e-04	1.2494e-03	7.7546e-04	1.2556e-03	1.0652e-03	5.5405e-04	3.6532e-04	1.0326e-02	4.4503e-03	2.2151e-03	1.1738e-03	5.5453e-04	3.6907e-04	7.6395e-04	4.2301e-04	2.8756e-04	9.8587e-03	3.1111e-03	7.8585e-04
224	7.2175e-04	3.3245e-04	3.2136e-04	3.9399e-04	1.9984e-04	1.5734e-04	1.2431e-03	7.6972e-04	1.2548e-03	1.0497e-03	5.4843e-04	3.5127e-04	9.9463e-03	4.4962e-03	2.3344e-03	1.1815e-03	5.9695e-04	4.0958e-04	7.6765e-04	4.3634e-04	3.1978e-04	1.0010e-02	3.3312e-03	8.1791e-04
226	6.7306e-04	3.0778e-04	3.2040e-04	3.6362e-04	1.6454e-04	1.3318e-04	1.2370e-03	7.6609e-04	1.2551e-03	1.0245e-03	5.4460e-04	3.4582e-04	9.6212e-03	4.6150e-03	2.4010e-03	1.1732e-03	6.3414e-04	4.4307e-04	8.0147e-04	4.8873e-04	3.7232e-04	1.0937e-02	3.4994e-03	8.3817e-04
228	6.6344e-04	3.2160e-04	3.4959e-04	3.4762e-04	1.4967e-04	1.3549e-04	1.2331e-03	7.6656e-04	1.2571e-03	9.9330e-04	5.3769e-04	3.3529e-04	9.2688e-03	4.6324e-03	2.3488e-03	1.1717e-03	6.6415e-04	4.6813e-04	8.4122e-04	5.4636e-04	4.2880e-04	1.1518e-02	3.5680e-03	8.5965e-04
230	6.7053e-04	3.5448e-04	3.8305e-04	3.4676e-04	1.5743e-04	1.4538e-04	1.2335e-03	7.7023e-04	1.2593e-03	9.6238e-04	5.2190e-04	3.1233e-04	8.9060e-03	4.5097e-03	2.2619e-03	1.1497e-03	6.5685e-04	4.6251e-04	8.5957e-04	5.8599e-04	4.6727e-04	1.1648e-02	3.5741e-03	8.5432e-04
232	6.8395e-04	3.9265e-04	4.1520e-04	3.5568e-04	1.7954e-04	1.7100e-04	1.2382e-03	7.7490e-04	1.2607e-03	9.1893e-04	4.9367e-04	2.8703e-04	8.3779e-03	4.2668e-03	2.0949e-03	1.0975e-03	6.2056e-04	4.2840e-04	8.4980e-04	5.9173e-04	4.7094e-04	1.1554e-02	3.5011e-03	8.2682e-04
234	7.0373e-04	4.2524e-04	4.5073e-04	3.6834e-04	2.1115e-04	2.0508e-04	1.2440e-03	7.7972e-04	1.2615e-03	8.7059e-04	4.5268e-04	2.7193e-04	7.7974e-03	3.9044e-03	1.9045e-03	1.0268e-03	5.7693e-04	3.8174e-04	8.1092e-04	5.6483e-04	4.3830e-04	1.1012e-02	3.4761e-03	7.8913e-04
236	7.1719e-04	4.4330e-04	4.7890e-04	3.7806e-04	2.3505e-04	2.3489e-04	1.2490e-03	7.8448e-04	1.2618e-03	8.1711e-04	4.1778e-04	2.5577e-04	7.3609e-03	3.5601e-03	1.7313e-03	9.5893e-04	5.1529e-04	3.2935e-04	7.4625e-04	5.1605e-04	3.8512e-04	1.0572e-02	3.3379e-03	7.0984e-04
238	7.1820e-04	4.4787e-04	5.0025e-04	3.8377e-04	2.4961e-04	2.5418e-04	1.2532e-03	7.8839e-04	1.2617e-03	7.7068e-04	3.8713e-04	2.5096e-04	7.1401e-03	3.2578e-03	1.5285e-03	8.8934e-04	4.4447e-04	2.7887e-04	6.8166e-04	4.6026e-04	3.2520e-04	1.0396e-02	3.2304e-03	6.9131e-04
240	7.0797e-04	4.4152e-04	5.1172e-04	3.8207e-04	2.5587e-04	2.6297e-04	1.2557e-03	7.9095e-04	1.2610e-03	7.3195e-04	3.6525e-04	2.4098e-04	7.0231e-03	3.0203e-03	1.3687e-03	8.1644e-04	3.9213e-04	2.3863e-04	6.2555e-04	4.0206e-04	2.6082e-04	1.0328e-02	3.1559e-03	6.9286e-04
242	6.7983e-04	4.2192e-04	5.1138e-04	3.7064e-04	2.5108e-04	2.6095e-04	1.2558e-03	7.9223e-04	1.2596e-03	7.0967e-04	3.4433e-04	2.2780e-04	6.9732e-03	2.9171e-03	1.3626e-03	7.6435e-04	3.6948e-04	2.3025e-04	5.8643e-04	3.4681e-04	2.0646e-04	1.0056e-02	3.0558e-03	7.0206e-04
244	6.3766e-04	3.9100e-04	4.9869e-04	3.4895e-04	2.3546e-04	2.4838e-04	1.2540e-03	7.9195e-04	1.2577e-03	6.8613e-04	3.2830e-04	2.1948e-04	6.9949e-03	3.0216e-03	1.4734e-03	7.4768e-04	3.7164e-04	2.4718e-04	5.6570e-04	3.0940e-04	1.8701e-04	9.6635e-03	3.1257e-03	6.9596e-04
246	5.8897e-04	3.5474e-04	4.7687e-04	3.1956e-04	2.1199e-04	2.2618e-04	1.2506e-03	7.9005e-04	1.2555e-03	6.6060e-04	3.1079e-04	2.0516e-04	7.0320e-03	3.2214e-03	1.5675e-03	7.4166e-04	3.9674e-04	2.7685e-04	5.6385e-04	3.1411e-04	2.0948e-04	9.2867e-03	2.9554e-03	6.8566e-04
248	5.4395e-04	3.2132e-04	4.5133e-04	2.9063e-04	1.8869e-04	2.0386e-04	1.2458e-03	7.8674e-04	1.2534e-03	6.3560e-04	2.9729e-04	1.9910e-04	6.9899e-03	3.3291e-03	1.6128e-03	7.4745e-04	4.2725e-04	2.9859e-04	5.7700e-04	3.4027e-04	2.3832e-04	8.8564e-03	2.7233e-03	6.6661e-04
250	5.1611e-04	3.0788e-04	4.4527e-04	2.7117e-04	1.7567e-04	1.9590e-04	1.2404e-03	7.8234e-04	1.2512e-03	6.1541e-04	2.9507e-04	2.0121e-04	6.7222e-03	3.3007e-03	1.5467e-03	7.5102e-04	4.3843e-04	3.0739e-04	5.9437e-04	3.6693e-04	2.6368e-04	8.4423e-03	2.5815e-03	6.3467e-04
252	5.1089e-04	3.1188e-04	4.3813e-04	2.6835e-04	1.8045e-04	1.9925e-04	1.2353e-03	7.7729e-04	1.2490e-03	5.9821e-04	2.9613e-04	1.9874e-04	6.3405e-03	3.1102e-03	1.4216e-03	7.3408e-04	4.3016e-04	3.0126e-04	6.0132e-04	3.8461e-04	2.8297e-04	8.1839e-03	2.1264e-03	5.0798e-04
254	5.2054e-04	3.2164e-04	4.2726e-04	2.7572e-04	1.9379e-04	2.0902e-04	1.2304e-03	7.7193e-04	1.2469e-03	5.7580e-04	2.9417e-04	1.9115e-04	5.7365e-03	2.8422e-03	1.2954e-03	7.0827e-04	4.1123e-04	2.7977e-04	5.9222e-04	3.8563e-04	2.8883e-04	8.1880e-03	2.0309e-03	4.6629e-04
256	5.3106e-04	3.2837e-04	4.1540e-04	2.8123e-04	2.0241e-04	2.1309e-04	1.2261e-03	7.6667e-04	1.2452e-03	5.5222e-04	2.8669e-04	1.7942e-04	5.1345e-03	2.5636e-03	1.1560e-03	6.6873e-04	3.7725e-04	2.4683e-04	5.6694e-04	3.7110e-04	2.7553e-04	8.0934e-03	1.9256e-03	4.2806e-04
258	5.3841e-04	3.2781e-04	4.0023e-04	2.7953e-04	2.0280e-04	2.1396e-04	1.2225e-03	7.6223e-04	1.2436e-03	5.3109e-04	2.7415e-04	1.7240e-04	4.6453e-03	2.3324e-03	1.0185e-03	6.2052e-04	3.4034e-04	2.1078e-04	5.2994e-04	3.4362e-04	2.4982e-04	7.9471e-03	1.8194e-03	3.9186e-04
260	5.3847e-04	3.1836e-04	3.8367e-04	2.7191e-04	1.9690e-04	2.1071e-04	1.2202e-03	7.5871e-04	1.2424e-03	5.1322e-04	2.6587e-04	1.7078e-04	4.3271e-03	2.1447e-03	9.7886e-04	5.7363e-04	2.9984e-04	1.7679e-04	4.8789e-04	3.0949e-04	2.1509e-04	7.8476e-03	1.6636e-03	3.6322e-04
262	5.2494e-04	3.0058e-04	3.6616e-04	2.5963e-04	1.8605e-04	2.0018e-04	1.2187e-03	7.5632e-04	1.2417e-03	5.0072e-04	2.5626e-04	1.6078e-04	4.2167e-03	2.0535e-03	9.4104e-04	5.3090e-04	2.6777e-04	1.6079e-04	4.4398e-04	2.7031e-04	1.7342e-04	7.5938e-03	1.7267e-03	4.3827e-04
264	4.9787e-04	2.7836e-04	3.4812e-04	2.4282e-04	1.6836e-04	1.8381e-04	1.2178e-03	7.5489e-04	1.2415e-03	4.9222e-04	2.4656e-04	1.5124e-04	4.2294e-03	2.0523e-03	9.4406e-04	5.0471e-04	2.5609e-04	1.5996e-04	4.0664e-04	2.3380e-04	1.3801e-04	6.7539e-03	1.7855e-03	4.5712e-04
