	(mgLevel0,block0)	(mgLevel1,block0)	(mgLevel2,block0)	(mgLevel0,block1)	(mgLevel1,block1)	(mgLevel2,block1)	(mgLevel0,block2)	(mgLevel1,block2)	(mgLevel2,block2)	(mgLevel0,block3)	(mgLevel1,block3)	(mgLevel2,block3)	(mgLevel0,block4)	(mgLevel1,block4)	(mgLevel2,block4)	(mgLevel0,block5)	(mgLevel1,block5)	(mgLevel2,block5)	(mgLevel0,block6)	(mgLevel1,block6)	(mgLevel2,block6)	(mgLevel0,block7)	(mgLevel1,block7)	(mgLevel2,block7)
140	2.1027e-03	9.6846e-04	5.1676e-04	1.2039e-03	7.1473e-04	4.8568e-04	2.1174e-03	1.4212e-03	2.1692e-03	3.2927e-03	1.7797e-03	1.2255e-03	6.1228e-02	2.7610e-02	1.2784e-02	9.4888e-03	4.3892e-03	2.3782e-03	4.5501e-03	2.3766e-03	1.4733e-03	2.6535e-02	1.1383e-02	3.5461e-03
142	1.8877e-03	8.7416e-04	5.4146e-04	1.0701e-03	5.9706e-04	4.0133e-04	2.0458e-03	1.3474e-03	2.0804e-03	3.1918e-03	1.8257e-03	1.3266e-03	5.8287e-02	2.5932e-02	1.2134e-02	9.0382e-03	4.1665e-03	2.3260e-03	4.4980e-03	2.4689e-03	1.6689e-03	2.5159e-02	1.0829e-02	3.3115e-03
144	1.9051e-03	9.8872e-04	7.3260e-04	1.0652e-03	6.4511e-04	4.2953e-04	1.9767e-03	1.2717e-03	2.0116e-03	3.1764e-03	1.8908e-03	1.3966e-03	5.6303e-02	2.3731e-02	1.0364e-02	8.7203e-03	4.0580e-03	2.2363e-03	4.4957e-03	2.6103e-03	1.8293e-03	2.3939e-02	1.0347e-02	3.0888e-03
146	2.0643e-03	1.1539e-03	9.2089e-04	1.1764e-03	7.6642e-04	5.3666e-04	1.9383e-03	1.2339e-03	2.0005e-03	3.1783e-03	1.8925e-03	1.3839e-03	5.2866e-02	2.2365e-02	9.5646e-03	8.2831e-03	3.7776e-03	1.9940e-03	4.4812e-03	2.7410e-03	1.9763e-03	2.2875e-02	9.9210e-03	2.8849e-03
148	2.2399e-03	1.3400e-03	1.1086e-03	1.3114e-03	9.0224e-04	6.7320e-04	1.9588e-03	1.2497e-03	2.0203e-03	3.1168e-03	1.8284e-03	1.2953e-03	4.8963e-02	2.0779e-02	9.2119e-03	7.7408e-03	3.4226e-03	1.7820e-03	4.4138e-03	2.7623e-03	2.0146e-03	2.1831e-02	9.4837e-03	2.7643e-03
150	2.3624e-03	1.4930e-03	1.2702e-03	1.4094e-03	1.0194e-03	8.0384e-04	2.0143e-03	1.2967e-03	2.0496e-03	2.9858e-03	1.7107e-03	1.1703e-03	4.7886e-02	2.0475e-02	8.9102e-03	7.2779e-03	3.1298e-03	1.5456e-03	4.2412e-03	2.6558e-03	1.9081e-03	2.0871e-02	9.1554e-03	2.6840e-03
152	2.4184e-03	1.5625e-03	1.3779e-03	1.4399e-03	1.0733e-03	9.0346e-04	2.0753e-03	1.3626e-03	2.0894e-03	2.8415e-03	1.5653e-03	1.0757e-03	4.6508e-02	2.0400e-02	8.6555e-03	6.9053e-03	2.9169e-03	1.3583e-03	3.9927e-03	2.4251e-03	1.6730e-03	2.0081e-02	8.8602e-03	2.5600e-03
154	2.3526e-03	1.5280e-03	1.4220e-03	1.3846e-03	1.0590e-03	9.3401e-04	2.1250e-03	1.4175e-03	2.1259e-03	2.7061e-03	1.4265e-03	9.8168e-04	4.6469e-02	2.0531e-02	8.8201e-03	6.6094e-03	2.7761e-03	1.2767e-03	3.7234e-03	2.1371e-03	1.3870e-03	1.9307e-02	8.5598e-03	2.4025e-03
156	2.1710e-03	1.3979e-03	1.3918e-03	1.2514e-03	9.7345e-04	9.0284e-04	2.1515e-03	1.4462e-03	2.1491e-03	2.6277e-03	1.3391e-03	8.8914e-04	4.6975e-02	2.0043e-02	8.8921e-03	6.3977e-03	2.6729e-03	1.2934e-03	3.4668e-03	1.8442e-03	1.1147e-03	1.8624e-02	8.1672e-03	2.1991e-03
158	1.9178e-03	1.1904e-03	1.3132e-03	1.0709e-03	8.4070e-04	8.1484e-04	2.1504e-03	1.4507e-03	2.1588e-03	2.6031e-03	1.3137e-03	8.4596e-04	4.4775e-02	1.9545e-02	8.7688e-03	6.1540e-03	2.5972e-03	1.3321e-03	3.2540e-03	1.6378e-03	9.3034e-04	1.7912e-02	7.7589e-03	2.0211e-03
160	1.6740e-03	9.7874e-04	1.1939e-03	9.1381e-04	6.9451e-04	6.9573e-04	2.1273e-03	1.4321e-03	2.1642e-03	2.5795e-03	1.3106e-03	8.6194e-04	4.4677e-02	1.8631e-02	7.9531e-03	5.8244e-03	2.5273e-03	1.3604e-03	3.0976e-03	1.5231e-03	8.8762e-04	1.7123e-02	7.4172e-03	1.9377e-03
162	1.5150e-03	8.8445e-04	1.1428e-03	8.2674e-04	5.9862e-04	6.2990e-04	2.0905e-03	1.4028e-03	2.1616e-03	2.5353e-03	1.3252e-03	9.1705e-04	4.2731e-02	1.7307e-02	7.0488e-03	5.5827e-03	2.4533e-03	1.3485e-03	3.0163e-03	1.5462e-03	9.8956e-04	1.6301e-02	7.1226e-03	1.9145e-03
164	1.4564e-03	8.6319e-04	1.1124e-03	7.9197e-04	5.4770e-04	6.0940e-04	2.0515e-03	1.3750e-03	2.1519e-03	2.4697e-03	1.3113e-03	9.2182e-04	4.0942e-02	1.6313e-02	6.4882e-03	5.3110e-03	2.3653e-03	1.2805e-03	2.9905e-03	1.6502e-03	1.1367e-03	1.5584e-02	6.8315e-03	1.9018e-03
166	1.4428e-03	8.4453e-04	1.0268e-03	7.8547e-04	5.5267e-04	5.5143e-04	2.0180e-03	1.3477e-03	2.1360e-03	2.3800e-03	1.2480e-03	8.6122e-04	3.8316e-02	1.5782e-02	6.5115e-03	5.1131e-03	2.3734e-03	1.2791e-03	2.9656e-03	1.7284e-03	1.2495e-03	1.4869e-02	6.5056e-03	1.8635e-03
168	1.4299e-03	8.1541e-04	9.1685e-04	7.9400e-04	5.5528e-04	5.2183e-04	1.9937e-03	1.3211e-03	2.1202e-03	2.2723e-03	1.1367e-03	7.4558e-04	3.5074e-02	1.5207e-02	6.2547e-03	5.0932e-03	2.3296e-03	1.2767e-03	2.8758e-03	1.7281e-03	1.2961e-03	1.4246e-02	6.1910e-03	1.7846e-03
170	1.4016e-03	7.8134e-04	8.1960e-04	7.8707e-04	5.4881e-04	5.0466e-04	1.9777e-03	1.3013e-03	2.1051e-03	2.1554e-03	1.0057e-03	6.1994e-04	3.1991e-02	1.4589e-02	6.2457e-03	5.0261e-03	2.2231e-03	1.2290e-03	2.7223e-03	1.6382e-03	1.2455e-03	1.3656e-02	5.8989e-03	1.6687e-03
172	1.3661e-03	7.4283e-04	7.4502e-04	7.6588e-04	5.2400e-04	5.0278e-04	1.9654e-03	1.2864e-03	2.0917e-03	2.0499e-03	9.0009e-04	5.6507e-04	3.0992e-02	1.3837e-02	5.9826e-03	4.8609e-03	2.1119e-03	1.1418e-03	2.5285e-03	1.4995e-03	1.1225e-03	1.3109e-02	5.5816e-03	1.5185e-03
174	1.3239e-03	7.0484e-04	6.9010e-04	7.3649e-04	4.9149e-04	4.9144e-04	1.9566e-03	1.2763e-03	2.0779e-03	1.9720e-03	8.7571e-04	5.7383e-04	3.0478e-02	1.2862e-02	5.3727e-03	4.6181e-03	1.9821e-03	1.0127e-03	2.3339e-03	1.3276e-03	9.5231e-04	1.2571e-02	5.2639e-03	1.3876e-03
176	1.2630e-03	6.6475e-04	6.5548e-04	7.0151e-04	4.6152e-04	4.6841e-04	1.9491e-03	1.2699e-03	2.0662e-03	1.9203e-03	8.8189e-04	5.7539e-04	2.9782e-02	1.2239e-02	4.8609e-03	4.3323e-03	1.8543e-03	8.7427e-04	2.1575e-03	1.1463e-03	7.7264e-04	1.2067e-02	4.9797e-03	1.3288e-03
178	1.1858e-03	6.1755e-04	6.2870e-04	6.6218e-04	4.2707e-04	4.3312e-04	1.9419e-03	1.2650e-03	2.0567e-03	1.8913e-03	8.9197e-04	5.6808e-04	2.9690e-02	1.1575e-02	4.5399e-03	4.1085e-03	1.7498e-03	7.6655e-04	2.0033e-03	9.7523e-04	6.1050e-04	1.1586e-02	4.7402e-03	1.3523e-03
180	1.0912e-03	5.5829e-04	6.0305e-04	6.1301e-04	3.8270e-04	3.8526e-04	1.9339e-03	1.2598e-03	2.0487e-03	1.8278e-03	8.6723e-04	5.4941e-04	2.9375e-02	1.1254e-02	4.6341e-03	3.9344e-03	1.6387e-03	7.7405e-04	1.8748e-03	8.4082e-04	5.1031e-04	1.1198e-02	4.5111e-03	1.3665e-03
182	9.9013e-04	4.9136e-04	5.7210e-04	5.5661e-04	3.2729e-04	3.2697e-04	1.9249e-03	1.2536e-03	2.0432e-03	1.7225e-03	8.2716e-04	5.1395e-04	2.8550e-02	1.0927e-02	4.8030e-03	3.8496e-03	1.5616e-03	8.2129e-04	1.7428e-03	7.8860e-04	5.1927e-04	1.0713e-02	4.2770e-03	1.3594e-03
184	8.9045e-04	4.2411e-04	5.3516e-04	4.9805e-04	2.6689e-04	2.5986e-04	1.9153e-03	1.2462e-03	2.0398e-03	1.5894e-03	7.7384e-04	4.7793e-04	2.7740e-02	1.0724e-02	4.6851e-03	3.7262e-03	1.5238e-03	8.6287e-04	1.6639e-03	8.1400e-04	5.8699e-04	1.0188e-02	4.0380e-03	1.3005e-03
186	8.1299e-04	3.8078e-04	5.0826e-04	4.4832e-04	2.1404e-04	2.0348e-04	1.9056e-03	1.2394e-03	2.0376e-03	1.4568e-03	7.1952e-04	4.6570e-04	2.6854e-02	1.0052e-02	4.3930e-03	3.6160e-03	1.5170e-03	8.6772e-04	1.6466e-03	8.6148e-04	6.4456e-04	9.6499e-03	3.8081e-03	1.2161e-03
188	7.8135e-04	3.8828e-04	5.3990e-04	4.2119e-04	1.9916e-04	2.1213e-04	1.8981e-03	1.2383e-03	2.0383e-03	1.3452e-03	6.9265e-04	4.6651e-04	2.4985e-02	9.3920e-03	4.0602e-03	3.5633e-03	1.4710e-03	8.4592e-04	1.6181e-03	8.9451e-04	6.8459e-04	9.1845e-03	3.5659e-03	1.1245e-03
190	8.0175e-04	4.3962e-04	5.8980e-04	4.3276e-04	2.2681e-04	2.4659e-04	1.8950e-03	1.2416e-03	2.0420e-03	1.2637e-03	6.7278e-04	4.6174e-04	2.3144e-02	8.8021e-03	3.5845e-03	3.4546e-03	1.3748e-03	7.9279e-04	1.5419e-03	9.0102e-04	6.9562e-04	8.7416e-03	3.3477e-03	1.0312e-03
192	8.6388e-04	5.1477e-04	6.4866e-04	4.7135e-04	2.8217e-04	3.0093e-04	1.8993e-03	1.2478e-03	2.0474e-03	1.2034e-03	6.5328e-04	4.4540e-04	2.1261e-02	7.7751e-03	3.0578e-03	3.2285e-03	1.2681e-03	7.0337e-04	1.4275e-03	8.6628e-04	6.7874e-04	8.2976e-03	3.1468e-03	9.6048e-04
194	9.3145e-04	5.8966e-04	7.1473e-04	5.1610e-04	3.4069e-04	3.6196e-04	1.9076e-03	1.2569e-03	2.0544e-03	1.1541e-03	6.2935e-04	4.3572e-04	2.0397e-02	7.0124e-03	2.7254e-03	3.1716e-03	1.1849e-03	6.0463e-04	1.3113e-03	8.1013e-04	6.3310e-04	7.9326e-03	2.9644e-03	9.0764e-04
196	9.8151e-04	6.4717e-04	7.7262e-04	5.5543e-04	3.8878e-04	4.1264e-04	1.9183e-03	1.2677e-03	2.0624e-03	1.1022e-03	6.0521e-04	4.2826e-04	1.8954e-02	6.3818e-03	2.5911e-03	3.0581e-03	1.0957e-03	5.3078e-04	1.1933e-03	7.3697e-04	5.6620e-04	7.6549e-03	2.8199e-03	8.7175e-04
198	1.0051e-03	6.7627e-04	8.1508e-04	5.7726e-04	4.1718e-04	4.4315e-04	1.9295e-03	1.2796e-03	2.0711e-03	1.0465e-03	5.7719e-04	4.1398e-04	1.8812e-02	6.2168e-03	2.5243e-03	2.8580e-03	1.0481e-03	4.8560e-04	1.0808e-03	6.4338e-04	4.7976e-04	7.4096e-03	2.7212e-03	8.3169e-04
200	9.9264e-04	6.7125e-04	8.3706e-04	5.7210e-04	4.2230e-04	4.5275e-04	1.9403e-03	1.2907e-03	2.0798e-03	9.9736e-04	5.4247e-04	3.7931e-04	1.8081e-02	6.0429e-03	2.5332e-03	2.6698e-03	9.7896e-04	4.5484e-04	9.8544e-04	5.4771e-04	3.9391e-04	7.1530e-03	2.6367e-03	8.0468e-04
202	9.4093e-04	6.3152e-04	8.3685e-04	5.4277e-04	4.0434e-04	4.4172e-04	1.9480e-03	1.2996e-03	2.0874e-03	9.4963e-04	5.1205e-04	3.4620e-04	1.7643e-02	6.1152e-03	2.7500e-03	2.4873e-03	9.2232e-04	4.4871e-04	9.1374e-04	4.7546e-04	3.3453e-04	6.8812e-03	2.5524e-03	7.8210e-04
204	8.5821e-04	5.6404e-04	8.1333e-04	4.9411e-04	3.6609e-04	4.1063e-04	1.9515e-03	1.3049e-03	2.0931e-03	9.1256e-04	4.8707e-04	3.2204e-04	1.6986e-02	6.3551e-03	2.9530e-03	2.4096e-03	9.2469e-04	4.6505e-04	8.7802e-04	4.5096e-04	3.1710e-04	6.6188e-03	2.4683e-03	7.4639e-04
206	7.6553e-04	4.8215e-04	7.7464e-04	4.3970e-04	3.1393e-04	3.6398e-04	1.9506e-03	1.3060e-03	2.0963e-03	8.8541e-04	4.6804e-04	3.0985e-04	1.7034e-02	6.6261e-03	2.9277e-03	2.3392e-03	9.3366e-04	4.9641e-04	8.7124e-04	4.5783e-04	3.4052e-04	6.3607e-03	2.3775e-03	7.0282e-04
